,plant_type,plant_name,latitude,longitude,capacity
999,solar,Fukushima Ishikawa Solar Power Plant,36.9502,140.8967,21
1000,solar,Fukushima S13 Solar Power Plant,36.9502,140.8967,33
1001,solar,Funtovo solar farm,46.2426,48.1467,60
1002,solar,Furstenwalde Solarpark,52.3884,14.0935,35
1003,solar,Fushimi solar farm,34.9582,135.8527,23
1004,solar,Fusion Solar Center,41.6239,-72.0431,20
1005,solar,Futtsu Solar Power Plant,35.2361,139.8916,40
1006,solar,GUVNL solar farm,22.5415,73.4334,105
1007,solar,Gaarz Sunnic solar farm,53.4121,12.2438,71
1008,solar,Gabardan Solar Power Plant,44.0586,-0.0127,65
1009,solar,Gadag solar farm,15.4203,75.6221,20
1010,solar,Gahro Solar Power Plant,51.729,13.687,27
1011,solar,Gajner solar farm,27.9519,73.059,23
1012,solar,Gale (CLP) solar farm,21.0651,74.3343,50
1013,solar,Gale (UPC) solar farm,18.7283,73.6647,50
1014,solar,Gallanstown solar farm,53.4487,-6.3722,198
1015,solar,Galloway 1 solar farm,31.4359,-99.7966,250
1016,solar,Galápago Solar Park,29.0903,-110.987,30
1017,solar,Gamonarejo 36 solar farm,37.8074,-5.1006,50
1018,solar,Gangarri solar farm,-26.2548,149.9867,119
1019,solar,Gannawarra solar farm,-35.7321,143.7843,25
1020,solar,Gansu Aksay Zhongneng solar farm,39.6329,94.3389,20
1021,solar,Gansu Baiying Zhongdian solar farm,37.3743,103.985,50
1022,solar,Gansu Dingxi Minghui solar farm,35.8465,104.5734,20
1023,solar,Gansu Dunhuan CECEP solar farm,40.0919,94.5007,70
1024,solar,Gansu Dunhuang Anji solar farm,40.1434,94.6602,20
1025,solar,Gansu Dunhuang Guangheng solar farm,40.1414,94.6678,40
1026,solar,Gansu Dunhuang Hande solar farm,40.116,94.4985,20
1027,solar,Gansu Dunhuang Huadian solar farm,40.1414,94.6678,40
1028,solar,Gansu Dunhuang Huineng solar farm,40.1414,94.6678,20
1029,solar,Gansu Dunhuang Jintai Chengzhi solar farm,40.1216,94.4904,20
1030,solar,Gansu Dunhuang Molten Salt Tower solar farm,40.0756,94.4335,100
1031,solar,Gansu Dunhuang Qili Asia New Energy solar farm,38.9365,100.4556,20
1032,solar,Gansu Dunhuang Qilizhen Wanfa solar farm,40.1188,94.493,60
1033,solar,Gansu Dunhuang Sinohydro solar farm,40.1414,94.6678,50
1034,solar,Gansu Dunhuang Three Gorges solar farm,40.1434,94.6602,30
1035,solar,Gansu Ganzhou Heihe solar farm,38.9302,100.4474,20
1036,solar,Gansu Gaotai Gaoyazitan Gaoshan solar farm,39.3768,99.8195,40
1037,solar,Gansu Gaotai Goayazitan Huahao solar farm,39.3781,99.8193,20
1038,solar,Gansu Guazhou Liuyuan Guangyuan solar farm,41.1031,95.5012,20
1039,solar,Gansu Guazhou Weiwu Poverty Alleviation solar farm,38.944,102.4667,100
1040,solar,Gansu Gulang Weiwu Taifeng Poverty Alleviation solar farm,37.6692,103.1281,20
1041,solar,Gansu Jiayuguan Xigebi Xiehe solar farm,39.7627,98.1343,50
1042,solar,Gansu Jiayuguan Zhengtai solar farm,39.7729,98.2869,100
1043,solar,Gansu Jiayyuguan Linuo solar farm,39.7602,98.1025,20
1044,solar,Gansu Jinchuan District Xipo Zhenxin solar farm,38.5869,102.1385,125
1045,solar,Gansu Jinchuan Huaneng solar farm,38.3223,101.9674,50
1046,solar,Gansu Jinta Hengyuan solar farm,39.9631,98.9548,30
1047,solar,Gansu Jinta Hongliuwa Yueshuidian solar farm,39.9849,98.971,80
1048,solar,Gansu Jinta Jingri solar farm,39.9573,98.9257,60
1049,solar,Gansu Jintai Shangshawozhen solar farm,37.4142,104.0362,30
1050,solar,Gansu Jiuquan Jinta Chint solar farm,39.9749,98.923,40
1051,solar,Gansu Jiuquan Suzhou District CECEP 25MW solar farm,39.5969,98.5792,25
1052,solar,Gansu Jiuquan Suzhou District CECEP 49MW solar farm,39.5969,98.5792,49
1053,solar,Gansu Liangzhou Cecep solar farm,38.3866,102.8389,100
1054,solar,Gansu Liangzhou Fengle Chenxu solar farm,38.1014,102.3144,40
1055,solar,Gansu Liangzhou Lefeng Zhongdian Special Permit solar farm,38.1035,102.3263,20
1056,solar,Gansu Liangzhou Lefeng Zhongdian solar farm,38.1035,102.3263,30
1057,solar,Gansu Liangzhou Nandatan CECEP solar farm,33.7557,104.5344,50
1058,solar,Gansu Linze Huadian solar farm,39.1496,100.1662,40
1059,solar,Gansu Linze TBEA solar farm,39.1496,100.1662,40
1060,solar,Gansu Maqu Nimazhen Bai'er solar farm,34.0063,102.0617,40
1061,solar,Gansu Minle Tianju solar farm,38.4304,100.8114,30
1062,solar,Gansu Minqin Hongshagang Huadian solar farm,38.7536,103.1689,40
1063,solar,Gansu Province Aksai Chint solar farm,39.8991,93.5166,200
1064,solar,Gansu Province Baiyin Jingyuan solar farm,36.9906,105.1371,100
1065,solar,Gansu Province Dongle Beitan Longhui Grid-Connected solar farm,38.6918,100.4047,50
1066,solar,Gansu Province Dongle Beitan Xiehe Grid-Connected solar farm,38.7555,100.7943,50
1067,solar,Gansu Province Ganzhou Heihe Grid-Connected solar farm,38.6935,100.3979,20
1068,solar,Gansu Province Gaotai Gaoyazitan Chint Grid-Connected solar farm,39.2868,99.4961,100
1069,solar,Gansu Province Gaotai Gaoyazitan Huineng Grid-Connected solar farm,39.2868,99.4961,50
1070,solar,Gansu Province Gaotai Gaoyazitan Taike Grid-Connected solar farm,39.2868,99.4961,50
1071,solar,Gansu Province Gaotai Gaoyazitan Zhongdiantou Grid-Connected solar farm,39.2937,99.5051,40
1072,solar,Gansu Province Gulang Malutan Grid-Connected solar farm,37.7575,103.1271,500
1073,solar,Gansu Province Hezuo CNOOC solar farm,34.9728,102.9097,100
1074,solar,Gansu Province Hongshagang Chint Grid-Connected solar farm,38.981,102.5198,50
1075,solar,Gansu Province Hongshagang Guoneng Grid-Connected solar farm,39.0123,102.4994,50
1076,solar,Gansu Province Hongshagang Huadian Grid-Connected solar farm,38.9553,102.469,40
1077,solar,Gansu Province Hongshagang Shenneng Grid-Connected solar farm,38.9778,102.4995,20
1078,solar,Gansu Province Hongshagang Tianhe Grid-Connected solar farm,38.9881,102.4974,50
1079,solar,Gansu Province Hongshagang Yineng Grid-Connected solar farm,38.9796,102.5023,100
1080,solar,Gansu Province Hongshagang Zhongnengyuan Grid-Connected solar farm,38.9519,102.4944,50
1081,solar,Gansu Province Jiayuguan Taike Grid-Connected solar farm,39.7524,98.0751,100
1082,solar,Gansu Province Jiayuguan Xigebi Guoneng Grid-Connected solar farm,39.7128,98.0307,50
1083,solar,Gansu Province Jiayuguan Xigebi Hanji Guoneng solar farm,39.8029,98.1701,50
1084,solar,Gansu Province Jiayuguan Xigebi Huadian Grid-Connected solar farm,39.7679,98.1054,70
1085,solar,Gansu Province Jiayuguan Zhongli Talesun Grid-Connected solar farm,39.7559,98.0381,150
1086,solar,Gansu Province Jiiayuguan Xigebi CGN solar farm,39.7376,98.0975,50
1087,solar,Gansu Province Jinchang Disheng Grid-Connected solar farm,38.5018,102.3831,100
1088,solar,Gansu Province Jinchang Guoyuan Grid-Connected solar farm,38.5886,102.1431,50
1089,solar,Gansu Province Jinchang Huaneng Grid-connected solar farm,38.7582,100.8185,20
1090,solar,Gansu Province Jinchuan District Xipo Qingneng Grid-Connected solar farm,38.5814,102.1368,100
1091,solar,Gansu Province Jinchuan District Xipo Sinohydro Grid-Connected solar farm,38.5814,102.1368,50
1092,solar,Gansu Province Jinchuan Dongdatan Jintai Grid-Connected solar farm,38.5035,102.3274,200
1093,solar,Gansu Province Jinchuan Jintai Grid-Connected solar farm,38.597,102.1969,50
1094,solar,Gansu Province Jinchuan New Sunshine Grid-Connected solar farm,38.4602,102.428,70
1095,solar,Gansu Province Jinchuan Taike Grid-Connected solar farm,38.5462,102.2033,25
1096,solar,Gansu Province Jinchuan Weisheng Grid-Connected solar farm,38.5462,102.2033,25
1097,solar,Gansu Province Jinchuan Xiehe Grid-Connected solar farm,38.4602,102.428,50
1098,solar,Gansu Province Jinchuan Xipo CGN Grid-Connected solar farm,38.5786,102.1241,50
1099,solar,Gansu Province Jinchuan Xipo Guoneng Grid-Connected solar farm,38.5721,102.1053,50
1100,solar,Gansu Province Jinchuan Xipo Hengji Weiye Grid-Connected solar farm,38.5814,102.1368,100
1101,solar,Gansu Province Jinchuan Xipo Huaneng Grid-Connected solar farm,38.5814,102.1368,50
1102,solar,Gansu Province Jinchuan Xipo Jinyao Grid-Connected solar farm,38.5814,102.1368,50
1103,solar,Gansu Province Jinchuan Xipo Junwei Grid-Connected solar farm,38.5814,102.1368,50
1104,solar,Gansu Province Jinchuan Xipo Zhongxin Grid-Connected solar farm,38.5714,102.1043,100
1105,solar,Gansu Province Jinchuan Zhenxin Grid-Connected solar farm,38.6072,102.1441,100
1106,solar,Gansu Province Jinchuan Zhenxin Xipo Grid-Connected solar farm,38.6072,102.1441,100
1107,solar,Gansu Province Jinchuan Zhongke Grid-Connected solar farm,38.4586,102.4424,50
1108,solar,Gansu Province Jingchuan Huaneng solar farm,35.2739,107.3885,100
1109,solar,Gansu Province Jinta Kesheng solar farm,39.9837,98.9978,40
1110,solar,Gansu Province Jiuquan Dunhuang CECEP Grid-Connected solar farm,40.0938,94.4926,50
1111,solar,Gansu Province Jiuquan Dunhuang Huadian Grid-Connected solar farm,40.098,94.4993,40
1112,solar,Gansu Province Jiuquan Dunhuang Jing'ao Grid-Connected solar farm,40.1122,94.4829,50
1113,solar,Gansu Province Jiuquan Dunhuang Linuo Grid-Connected solar farm,40.1057,94.4947,50
1114,solar,Gansu Province Jiuquan Dunhuang Linuo Grid-Connected solar farm,40.1105,94.5004,20
1115,solar,Gansu Province Jiuquan Dunhuang Tianrun Grid-Connected solar farm,40.1024,94.5049,30
1116,solar,Gansu Province Jiuquan Dunhuang Wanfa Grid-Connected solar farm,40.1071,94.4987,60
1117,solar,Gansu Province Jiuquan Dunhuang Zhengtai Grid-Connected solar farm,40.0997,94.4827,50
1118,solar,Gansu Province Jiuquan Guazhou Grid-Connected solar farm,40.4931,95.7045,100
1119,solar,Gansu Province Jiuquan Jinta Hongliuwa Grid-Connected solar farm,39.9786,98.9798,50
1120,solar,Gansu Province Jiuquan Jinta Hongliuwa Wansheng Grid-Connected solar farm,39.9702,98.9659,100
1121,solar,Gansu Province Jiuquan Suzhou Chaoyang Grid-Connected solar farm,39.6213,98.5184,50
1122,solar,Gansu Province Jiuquan Suzhou Sanyang Grid-Connected solar farm,39.6213,98.5184,50
1123,solar,Gansu Province Liangzhou Aotesiwei Grid-Connected solar farm,38.1033,102.3065,50
1124,solar,Gansu Province Liangzhou CECEP Grid-Connected solar farm,38.1033,102.3065,130
1125,solar,Gansu Province Liangzhou Zhongdiantou Grid-Connected solar farm,38.0953,102.2707,50
1126,solar,Gansu Province Maqu solar farm,34.0157,102.0756,200
1127,solar,Gansu Province Sunan Liuguduntan Grid-Connected solar farm,39.4537,99.5091,50
1128,solar,Gansu Province Wuwei Hongshagang CECEP Grid-Connected solar farm,38.9823,102.4806,30
1129,solar,Gansu Province Wuwei Hongshagang Huineng Grid-Connected solar farm,38.9831,102.4785,50
1130,solar,Gansu Province Wuwei Hongshagang Liangzi Grid-Connected solar farm,38.9728,102.47,50
1131,solar,Gansu Province Wuwei Hongshagang Rize Grid-Connected solar farm,38.9652,102.4716,30
1132,solar,Gansu Province Wuwei Liangzhou Dongrun Grid-Connected solar farm,38.0935,102.2811,50
1133,solar,Gansu Province Wuwei Liangzhou Huadong Zhonghe Grid-Connected solar farm,38.1057,102.3052,50
1134,solar,Gansu Province Wuwei Liangzhou Jiuyuan Grid-Connected solar farm,38.0892,102.3193,50
1135,solar,Gansu Province Wuwei Liangzhou Runfeng Grid-Connected solar farm,38.0913,102.2987,50
1136,solar,Gansu Province Wuwei Liangzhou Runfeng Grid-Connected solar farm,38.1091,102.3433,30
1137,solar,Gansu Province Wuwei Liangzhou Sinohydro Grid-Connected solar farm,38.0969,102.2814,50
1138,solar,Gansu Province Yongchang Dazhaitan Grid-Conneted solar farm,38.3119,102.2178,50
1139,solar,Gansu Province Yongchang Heqingtan Grid-Conneted solar farm,38.0923,102.329,50
1140,solar,Gansu Province Yongchang Xiehe Grid-Conneted solar farm,38.3133,102.2153,50
1141,solar,Gansu Province Yongchang Zhengtai Grid-Conneted solar farm,38.3193,102.2075,100
1142,solar,Gansu Province Yuzhong Shengyang solar farm,35.8469,104.1111,200
1143,solar,Gansu Province Zhangye Linze Zhongdiantou Grid-Connected solar farm,39.1201,100.0838,50
1144,solar,Gansu Province Zhangye Minle Huadian Grid-Connected solar farm,38.7576,100.8,50
1145,solar,Gansu Qingshui Huangmenzhen Lvdong solar farm,34.8445,106.1774,30
1146,solar,Gansu Subei Qingyanggou Hongyuan solar farm,39.7281,96.4552,30
1147,solar,Gansu Suzhou Asia New Energy solar farm,39.8548,98.5664,20
1148,solar,Gansu Suzhou District Dongdongtan Hairun solar farm,39.6066,98.5492,50
1149,solar,Gansu Suzhou District Dongdongtan Jinyige solar farm,39.5746,98.5833,20
1150,solar,Gansu Suzhou Dongdongtan Dongfang solar farm,39.7445,98.5073,20
1151,solar,Gansu Tongwei Jinghong Poverty Alleviation solar farm,35.0341,104.9406,50
1152,solar,Gansu Yongdeng Hongyang solar farm,36.7235,103.6297,20
1153,solar,Gansu Yongdeng Shangchuan Taike solar farm,36.7235,103.6248,50
1154,solar,Gansu Yumen Changma CECEP solar farm,40.2844,97.0279,45
1155,solar,Gansu Yumen Yumen Cecep solar farm,40.2917,97.0449,20
1156,solar,Gansu Yumen Yumendong Yonglian solar farm,39.8152,97.9201,20
1157,solar,Gansu Yumen Zhongke Hengyuan solar farm,40.2932,97.0447,20
1158,solar,Gansu Yumendong Zhongli Tenghui solar farm,39.7651,98.0577,30
1159,solar,Gansu Zhangye Ganzhou Heihe solar farm,39.2853,100.6617,80
1160,solar,Gansu Zhenyuan Xuyaong solar farm,35.7037,107.2407,20
1161,solar,Ganzlin Solar Park,53.3821,12.2689,64
1162,solar,Gaoui solar farm,12.1787,15.1483,50
1163,solar,Garambullo solar farm,30.6071,-110.951,30
1164,solar,Garissa solar farm,-0.3326,39.6065,54
1165,solar,Garland solar farm,34.8214,-118.497,20
1166,solar,Garland solar farm,34.8253,-118.525,185
1167,solar,Gaskell West 1 Solar Facility,34.8328,-118.564,20
1168,solar,Gaston Solar Power Plant,35.3224,-81.1343,25
1169,solar,Gates Solar Station,36.1764,-120.114,20
1170,solar,Gaultney Solar Park,52.4488,-0.7982,21
1171,solar,Gauripur solar farm,25.1873,90.0953,73
1172,solar,Gaya solar farm,24.7905,84.9996,44
1173,solar,Gebeng solar farm,4.0028,103.3596,38
1174,solar,Gensu Solar Power Plant,21.1654,72.776,87
1175,solar,Georgsdorf Solar,52.5916,7.082,25
1176,solar,Gerdau solar farm,32.42,-97.02,80
1177,solar,Ghani Sakunala Solar Park,15.8185,78.0422,350
1178,solar,Gharo Mirpur Sakro solar farm,24.7109,67.5593,50
1179,solar,Gia Hoet Lake solar farm,10.698,107.2793,35
1180,solar,Giacote PV Solar Project,-32.6848,-57.6034,20
1181,solar,Giffen Solar Park,36.5447,-120.316,20
1182,solar,Gigasol3 Solar Power Project,15.4412,119.9851,63
1183,solar,Gila Bend Hybrid solar farm,32.9408,-112.881,32
1184,solar,Gio Hai solar farm,16.7442,106.9291,50
1185,solar,Gio Thành 1 solar farm,16.9122,107.045,50
1186,solar,Girasol Solar Park,18.3354,-70.1964,120
1187,solar,Giugliano Coser solar farm,40.8423,14.2563,20
1188,solar,Giurgiu (Core Value Capital) solar farm,44.7084,25.8888,50
1189,solar,Glae Solar Power Plant,30.1982,35.7035,10
1190,solar,Glebe solar farm,52.064,-0.4111,34
1191,solar,Glenrowan West solar farm,-36.4881,146.1469,149
1192,solar,Gokak solar farm,16.1996,74.7451,20
1193,solar,Golden Field Solar,34.839,-118.387,54
1194,solar,Golden Field Solar,34.847,-118.395,192
1195,solar,Golomoti solar farm,-14.4226372509546,34.5966478998643,20
1196,solar,Gomez Farias Solar Park,25.246,-101.131,99
1197,solar,Gomoa Onyadze solar farm,5.3413,-0.7024,20
1198,solar,Goonumbla solar farm,-33.1386,148.1738,84
1199,solar,Goosehall solar farm,52.2931,0.3098,40
1200,solar,Gottesgabe Solar,52.6394,14.1894,151
1201,solar,Goyalkhedi solar farm,23.2806,77.4101,32
1202,solar,Grand Renewable Solar,42.8922,-79.8112,100
1203,solar,Grand Ridge solar farm,41.1434,-88.7583,20
1204,solar,Grand View Solar Two,42.9896,-116.093,80
1205,solar,Grandy solar farm,36.2336,-75.8808,20
1206,solar,Grange Hall Solar,27.6813,-82.1647,61
1207,solar,Granite Mountain Solar,37.7751,-113.226,80
1208,solar,Granite Mountain Solar,37.7989,-113.322,50
1209,solar,Graphite Solar I,39.5484,-110.712,82
1210,solar,Grassfield Solar,36.65,-76.35,20
1211,solar,Grasshopper Solar,36.85,-78.45,80
1212,solar,Gray Hawk Solar,35.3635,-113.898,55
1213,solar,Grazing Yak Solar,38.9778,-104.253,35
1214,solar,Greasewood solar farm,31.031,-102.488,255
1215,solar,Great Bay Solar 1,38.1689,-75.6975,75
1216,solar,Great Valley Solar Portfolio Holdings,36.5812,-120.38,182
1217,solar,Great Wilbraham solar farm,52.1845,0.2699,38
1218,solar,Greefspan solar farm,-29.3857,23.3172,63
1219,solar,Green End Solar,52.3333,0.0833,25
1220,solar,Green Power Futtsu Solar Power Plan,35.2455,139.8945,42
1221,solar,Greenflash solar farm,14.8221,78.2817,41
1222,solar,Greenough River solar farm,-28.9038,115.1094,30
1223,solar,Greensville County Solar Project,36.64,-77.57,80
1224,solar,Griffith Solar,-34.3174,146.1207,27
1225,solar,Groningen Airport Eelde solar farm,50.937,5.9735,22
1226,solar,Grullas solar farm,37.844,-5.7608,62
1227,solar,Gréoux-Les-Bains solar farm,43.776,5.822,82
1228,solar,Guaimbé Solar Park,-21.8981,-49.8687,30
1229,solar,Guaimbé Solar Park,-21.8934,-49.8619,30
1230,solar,Guaimbé Solar Park,-21.891,-49.876,30
1231,solar,Guaimbé Solar Park,-21.8884,-49.8729,30
1232,solar,Guaimbé Solar Park,-21.8857,-49.8696,30
1233,solar,Guajiro Solar Plant,20.2482,-99.6545,130
1234,solar,Guanajuato Mexsolar solar farm,20.8978,-100.727,73
1235,solar,Guangdong Jiangmen Taishan Haoxin solar farm,22.232,112.7887,150
1236,solar,Guangdong Probvinc Leizhou Huoju Farm solar farm,20.6821,109.8935,30
1237,solar,Guangdong Probvince Leizhou Huoju Farm solar farm,20.6821,109.8935,50
1238,solar,Guangdong Province Haikou Power Plant Ash Disposal Site solar farm,19.9495,110.0354,40
1239,solar,Guangdong Province Lülong Zhongji Fishing and Light Complementary solar farm,21.0592,110.316,60
1240,solar,Guangdong Province Maoming Open-Pit Mine Forestry and Light Complementary solar farm,21.7468,110.8869,100
1241,solar,Guangdong Province Qingyuan Lianzhou Xingzi Agriculture and Light Complementary solar farm,24.9841,112.6032,200
1242,solar,Guangdong Province Shanwei Haifeng Agriculture and Light Complementary solar farm,23.0706,115.3789,100
1243,solar,Guangdong Province Shaoguan Power Plant Ash Site solar farm,24.5962,113.5687,60
1244,solar,Guangdong Province Taishan Fishing and Light Complementary solar farm,21.8275,112.4735,50
1245,solar,Guangdong Province Taishan Fishing and Light Complementary solar farm,21.9249,112.4498,300
1246,solar,Guangdong Province Taishan Fishing and Light Complementary solar farm,21.9293,112.4688,50
1247,solar,Guangdong Province Taishan Haiyanzhen Fishing and Light Complementary solar farm,21.8257,112.5589,200
1248,solar,Guangdong Province Xingning Yangxing Agriculture and Light Complementary solar farm,24.2002,115.7354,200
1249,solar,Guangdong Province Xingning Yetangzhen Agriculture and Light Complementary solar farm,24.2281,115.6554,100
1250,solar,Guangdong Province Yangdong Dagouzhen Agriculture and Tourism solar farm,21.845,112.1483,50
1251,solar,Guangdong Province Yangjiang Saltfield Salt and Light Complementary solar farm,21.573,111.521,100
1252,solar,Guangdong Province Yangxi County Zhilong State Farm solar farm,21.7341,111.4804,165
1253,solar,Guangdong Province Zhanjiang Dingrui Fishing and Light Complementary solar farm,21.0635,110.3189,100
1254,solar,Guangdong Province Zhanjiang Leizhou Fishing and Light Complementary solar farm,20.802,110.2783,60
1255,solar,Guangdong Province Zhanjiang Potou Fishing and Light Complementary solar farm,21.3192,110.5019,120
1256,solar,Guangdong Province Zhanjiang Suixi solar farm,21.1851,110.1438,50
1257,solar,Guangdong Renhua Dongtangzhen solar farm,25.0974,113.6582,150
1258,solar,Guangdong Suixi Yangganzhen solar farm,21.3289,109.9202,100
1259,solar,Guangdong Taishan Haiyan Huaqiao Farm solar farm,22.0638,112.7129,300
1260,solar,Guangdong Taishan Shenjing CGN solar farm,22.0638,112.7129,150
1261,solar,Guangdong Taishan Wencun Fishery solar farm,22.0638,112.7129,300
1262,solar,Guangdong Tianmen Yuxin Zhuiri solar farm,30.6757,112.9905,20
1263,solar,Guangdong Yangjiang Yinshan Southern Medicine Base solar farm,21.7053,111.4787,20
1264,solar,Guangxi Luocheng solar farm,24.781,108.901,100
1265,solar,Guangxi Province Long'an Ecological Agriculture Park solar farm,23.1662,107.6884,60
1266,solar,Guangxi Province Nanning Yangming Farm solar farm,22.5826,108.2187,50
1267,solar,Guangxi Province Yulin Bobai Bobai Agricultural Greenhouse solar farm,22.1672,109.95,60
1268,solar,Guañizuil Solar Power Plant,-30.3681,-69.2913,117
1269,solar,Guañizuil solar farm,-30.3563,-69.2856,80
1270,solar,Gubbi solar farm,13.3086,76.9382,20
1271,solar,Guernsey Solar Station,36.1639,-119.651,20
1272,solar,Guimarania Solar Plant,-18.8244,-46.6745,31
1273,solar,Guimarania Solar Plant,-18.8166,-46.6906,31
1274,solar,Guizhou Guanling Puli solar farm,25.7494,105.5747,100
1275,solar,Guizhou Province Bijie Xiajiapingzi solar farm,26.9477,104.2694,50
1276,solar,Guizhou Province Bijie Xiushui Delaidong solar farm,26.9374,103.9441,80
1277,solar,Guizhou Province Guanling County Gangwu Zhuoyang solar farm,25.9171,105.358,200
1278,solar,Guizhou Province Guanling County Nabu Forestry solar farm,25.9165,105.346,170
1279,solar,Guizhou Province Guanling County Puli Agriculture and Light Complementary solar farm,25.7388,105.5441,100
1280,solar,Guizhou Province Panzhou Emaozhai Agricultural solar farm,25.4092,104.6556,200
1281,solar,Guizhou Province Weining Haila Zhongliangzi solar farm,27.0637,103.6504,67
1282,solar,Guizhou Provine Liupanshui Zhongshan Haifa solar farm,26.7081,105.0545,130
1283,solar,Guizhou Qinglong Sujiatun solar farm,25.7097,105.2048,40
1284,solar,Guizhou Weining Chahe SPIC solar farm,26.9001,103.7668,30
1285,solar,Gujarat 2 solar farm,22.5415,73.4334,363
1286,solar,Gujarat Mizuho solar farm,22.5415,73.4334,200
1287,solar,Guldborg solar farm,54.7596,11.8166,34
1288,solar,Gulf Coast Solar Center,30.4308,-86.8952,40
1289,solar,Gulf Coast Solar Center,30.4704,-87.3352,50
1290,solar,Gulf Coast Solar Center,30.5154,-86.5184,30
1291,solar,Gulshat solar farm,46.67,74.3351,40
1292,solar,Gunnedah (Canadian Solar) Solar,-30.9617,150.3398,144
1293,solar,Gunnedah (Ironbark) Solar Farm,-31.346,149.8286,27
1294,solar,Guramkonda solar farm,14.8221,78.2817,25
1295,solar,Gurun solar farm,5.8642,100.5352,65
1296,solar,Gustrow Wirsol solar farm,53.7977,12.2371,31
1297,solar,Gutenberg Solar,36.4864,-77.5348,80
1298,solar,Göda Solarpark,51.1777,14.3176,40
1299,solar,Gün Güneş Antalya Akseki Büyükalan 1 solar farm,37.0115,31.7478,33
1300,solar,Gün Güneş Van Arisu solar farm,38.6263,43.2042,56
1301,solar,HPC Ouargla solar farm,30.998,6.7665,30
1302,solar,Ha Ramarothole solar farm,-29.8195,27.2472,30
1303,solar,Hacom solar farm,11.4509,108.8861,50
1304,solar,Hagi solar farm,34.455,131.445,21
1305,solar,Hainan Dongfang Yisheng solar farm,18.8267,108.7256,25
1306,solar,Hainan Gonghe County Yellow River Upstream solar farm,36.1875,100.5735,115
1307,solar,Hainan Gonghe Photovoltaic/Wind/Hydro solar farm,36.1951,100.5681,500
1308,solar,Hainan Lingao Tiaolouzhen solar farm,19.9017,109.599,100
1309,solar,Halifax solar farm,36.4419,-77.7114,20
1310,solar,Halutziot solar farm,31.2404,34.4556,55
1311,solar,Ham Kiem solar farm,10.905,108.016,49
1312,solar,Ham Phu solar farm,11.0151,108.1607,49
1313,solar,Hamilton Solar Power Plant,30.4443,-83.1869,75
1314,solar,Hamilton solar farm,-20.5048,147.7671,57
1315,solar,Hammock Solar,26.6926,-81.325,74
1316,solar,Hampton Solar,32.881,-81.136,20
1317,solar,Hancock Co Solar,44.1182,-68.3604,20
1318,solar,Hanegol solar farm,12.9753,77.7258,30
1319,solar,Hanwha Solar Power Kitsuki,33.4305,131.5514,24
1320,solar,Hapch'On Reservoir solar farm,35.5648,128.1704,41
1321,solar,Harava solar farm,-17.7927,31.7678,20
1322,solar,Hardin Solar Energy,40.6595,-83.8137,150
1323,solar,Haridwar I solar farm,29.8788,77.7364,30
1324,solar,Haridwar II solar farm,29.8728,77.755,24
1325,solar,Haringvliet Zuid solar farm,51.7625,4.2334,38
1326,solar,Harmony Solar,28.1553,-81.1083,74
1327,solar,Harry Allen Solar Energy,36.4139,-114.929,100
1328,solar,Harts Mill Solar,35.9,-77.64,80
1329,solar,Hattiesburg solar farm,31.2758,-89.3012,50
1330,solar,Haughton solar farm,-19.7322,147.0761,100
1331,solar,Hawtree Solar,36.533,-78.105,65
1332,solar,Hayman Solar,-20.4877,147.7449,57
1333,solar,Hays Taber solar farm,50.0865,-111.78,31
1334,solar,Hayworth Solar,35.3253,-118.879,27
1335,solar,Hazas De Lo Sesenta solar farm,37.2507,-5.6827,50
1336,solar,Hazlehurst solar farm,31.8194,-82.6022,52
1337,solar,Hazlehurst solar farm,31.8325,-82.6021,40
1338,solar,HàM KiệM 1 solar farm,10.9056,108.0087,46
1339,solar,Heartland solar farm,56.377,8.4734,207
1340,solar,Hebei Cangzhou Nanpi Xintuo solar farm,38.0775,116.7967,30
1341,solar,Hebei Chengde Dayuan solar farm,41.7967,116.3386,170
1342,solar,Hebei Chengde Sangou SPIC 80MW solar farm,41.0247,118.24,80
1343,solar,Hebei Chengde Sangou SPIC solar farm,41.0247,118.24,20
1344,solar,Hebei Chicheng Longguanzhen Guangshuo solar farm,40.7852,115.5734,20
1345,solar,Hebei Chicheng Quegou Jinkai Xinneng solar farm,40.858,115.6157,20
1346,solar,Hebei Cixian Muxing Rooftop solar farm,36.4587,114.0601,25
1347,solar,Hebei Daming Changsheng solar farm,36.2486,115.2673,30
1348,solar,Hebei Fengning (Three Gorges) unsubsidized Photovoltaic solar farm,41.2195,116.6341,100
1349,solar,Hebei Fengning Wanshengyongxiang Shunqi solar farm,41.799,116.3316,70
1350,solar,Hebei Fuping Pingyang SPIC solar farm,38.8956,114.1354,20
1351,solar,Hebei Fuping Zhongmin solar farm,38.7396,114.129,30
1352,solar,Hebei Guyuan Dagouying Three Gorges solar farm,41.561,115.1911,50
1353,solar,Hebei Haixing Dongfang solar farm,38.1096,117.5235,130
1354,solar,Hebei Haixing Jingxing New Energy solar farm,38.1801,117.5895,110
1355,solar,Hebei Haixing Xiaoshanxiang Dongfang solar farm,38.1801,117.5895,115
1356,solar,Hebei Haixing Xinji Beikong solar farm,38.0866,117.5892,145
1357,solar,Hebei Haixing Xionghui solar farm,38.0407,117.4743,50
1358,solar,Hebei Handan Shexian Hanneng solar farm,36.6501,113.8882,20
